bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
MAXBIN__032	Candidatus Pelagibacter	961238	478	2023	30.429130416664545	40.84507042253521	23.943661971830984
MAXBIN__033	Unknown	1280320	379	4862	31.60453355140504	0.0	0.0
MAXBIN__034	Candidatus Thioglobus	117158	52	2445	38.5389899899071	0.0	0.0
MAXBIN__035	Candidatus Thioglobus	1134834	552	2180	39.75003724511953	43.66197183098591	14.084507042253522
MAXBIN__036	Unknown_Porticoccaceae	2835935	625	7054	46.10076640943639	90.14084507042253	21.12676056338028
MAXBIN__037	Candidatus Thioglobus	1341804	621	2373	37.23088082058611	46.478873239436616	23.943661971830984
MAXBIN__038	Candidatus Pelagibacter	1649716	995	1544	29.63392880462205	59.15492957746479	61.971830985915496
MAXBIN__039	Candidatus Pelagibacter	972078	575	1620	32.851522548282055	0.0	0.0
MAXBIN__040	Unknown	205534	106	2023	33.41036372908267	26.760563380281692	5.633802816901408
MAXBIN__041	Unknown	2557708	490	10230	43.947494098955715	97.1830985915493	7.042253521126761
MAXBIN__042	Candidatus Pelagibacter	1614842	949	1633	27.71224286946814	39.436619718309856	45.070422535211264
MAXBIN__043	None	1272131	717	1777	36.66981449907651	0.0	0.0
MAXBIN__044	Unknown	3007662	799	7395	36.09015434163414	61.971830985915496	16.901408450704224
MAXBIN__045	Prasinovirus	1307665	430	4501	38.8299495673279	0.0	0.0
MAXBIN__046	Unknown	2732537	810	4980	37.26957066605944	92.95774647887323	73.2394366197183
MAXBIN__047	None	1457092	809	1795	42.43337353025494	0.0	0.0
MAXBIN__048	None	834624	587	1338	51.21779355642037	0.0	0.0
MAXBIN__049	Unknown_Porticoccaceae	3090636	582	14042	43.10174644767778	70.4225352112676	18.309859154929576
MAXBIN__050	Unknown	389294	237	1565	32.65784559438018	0.0	0.0
MAXBIN__051	Candidatus Pelagibacter	4142811	2287	1790	28.381987074081174	74.64788732394366	92.95774647887323
MAXBIN__052	Candidatus Pelagibacter	271737	178	1499	31.07039882062522	0.0	0.0
MAXBIN__053	Unknown	3501362	1588	2452	31.96679474776029	46.478873239436616	30.985915492957748
MAXBIN__054	Candidatus Pelagibacter	446926	354	1206	31.270997419455348	42.25352112676056	74.64788732394366
MAXBIN__055	Candidatus Pelagibacter	182024	135	1295	31.55706791526363	0.0	0.0
MAXBIN__056	Unknown	2740228	1200	2540	39.303558442558945	33.80281690140845	28.169014084507044
MAXBIN__057	Alteromonas	4815633	603	22034	43.9572658530947	98.59154929577464	19.718309859154928
MAXBIN__058	Unknown	389381	202	1975	36.02738896599059	53.521126760563384	25.35211267605634
MAXBIN__059	Candidatus Pelagibacter	214924	147	1362	30.393932486931647	42.25352112676056	23.943661971830984
MAXBIN__060	Unknown_Gammaproteobacteria	469066	187	3199	38.65264766825373	36.61971830985915	12.67605633802817
MAXBIN__061	Unknown	667671	380	1677	35.35813793872864	46.478873239436616	43.66197183098591
MAXBIN__062	Candidatus Pelagibacter	3099342	1967	1520	31.684571852527192	54.929577464788736	81.69014084507042
MAXBIN__063	Candidatus Pelagibacter	113482	73	1482	31.194922582667452	30.985915492957748	16.901408450704224
MAXBIN__064	Prasinovirus	310672	86	5956	49.39518950118344	0.0	0.0
MAXBIN__065	Candidatus Pelagibacter	128765	92	1360	30.799074204254012	26.760563380281692	21.12676056338028
MAXBIN__066	Candidatus Pelagibacter	134005	92	1353	32.04398749848074	23.943661971830984	32.394366197183096
MAXBIN__067	Unknown	557184	263	2351	35.11198682787999	39.436619718309856	46.478873239436616
MAXBIN__068	Unknown_Cryomorphaceae	128913	69	1902	33.3473941435377	23.943661971830984	2.816901408450704
MAXBIN__069	Candidatus Pelagibacter	162806	108	1389	32.121870983805	0.0	0.0
MAXBIN__070	Unknown	186014	96	1902	32.91905531493327	0.0	0.0
MAXBIN__071	Unknown_Porticoccaceae	2456401	576	7375	46.43562515425281	76.05633802816901	19.718309859154928
MAXBIN__072	Candidatus Pelagibacter	395862	286	1343	33.808986352464224	0.0	0.0
MAXBIN__073	Unknown	2593644	1368	1922	35.14658904812104	0.0	0.0
MAXBIN__074	None	1413844	832	1625	52.32588746314063	0.0	0.0
MAXBIN__075	Nitrosopumilus	408876	262	1480	32.944747609868195	43.421052631578945	32.89473684210526
MAXBIN__076	Unknown_Gammaproteobacteria	1362986	620	2378	36.23393116381713	0.0	0.0
MAXBIN__077	Nitrosopumilus	393437	269	1407	32.275241428110476	0.0	0.0
MAXBIN__078	Unknown	120578	62	2066	34.52259824106581	0.0	0.0
MAXBIN__079	Nitrosopumilus	733594	516	1381	32.65027714766178	34.21052631578947	26.31578947368421
MAXBIN__080	None	2355959	1570	1393	34.65074472672726	0.0	0.0
MAXBIN__081	Candidatus Pelagibacter	1766085	1371	1235	26.850564016641677	38.028169014084504	36.61971830985915
MAXBIN__082	Unknown	3142902	901	4619	51.2982267319691	53.521126760563384	1.408450704225352
MAXBIN__083	Candidatus Pelagibacter	2537511	1656	1477	29.483105166968326	53.521126760563384	81.69014084507042
MAXBIN__084	Nitrosopumilus	1414496	953	1447	30.542699934534458	42.10526315789474	34.21052631578947
MAXBIN__085	Candidatus Pelagibacter	2722223	1967	1335	26.831592965175094	42.25352112676056	60.563380281690144
MAXBIN__086	Unknown_Viruses	1370988	745	1860	44.48197810630599	0.0	0.0
MAXBIN__087	Unknown	214861	113	1850	31.683710112025803	0.0	0.0
MAXBIN__088	Unknown	147023	61	2573	38.03834423588912	0.0	0.0
MAXBIN__089	None	2630762	1803	1382	39.95911030772968	0.0	0.0
MAXBIN__090	None	1940697	1192	1545	47.02269277193098	0.0	0.0
MAXBIN__091	Synechococcus	892653	276	5059	54.95363530740999	69.01408450704226	33.80281690140845
MAXBIN__092	Synechococcus	918924	339	3603	54.95864907406428	30.985915492957748	12.67605633802817
MAXBIN__093	Unknown	1147486	389	3482	49.05953872347554	42.25352112676056	2.816901408450704
MAXBIN__094	None	1663490	1057	1502	52.3950216363653	0.0	0.0
MAXBIN__095	Candidatus Pelagibacter	1421627	1026	1315	29.36046781210639	60.563380281690144	114.08450704225352
MAXBIN__096	Synechococcus	1631332	573	3883	52.49324496602077	0.0	0.0
MAXBIN__097	Unknown	2806879	1806	1488	34.5966195535294	0.0	0.0
MAXBIN__098	Candidatus Pelagibacter	1332861	1000	1254	29.992446907720037	30.985915492957748	11.267605633802816
MAXBIN__099	Synechococcus	375302	190	1991	58.23547742663647	0.0	0.0
MAXBIN__100	None	2114728	1291	1569	61.69018287038881	0.0	0.0
MAXBIN__101	Synechococcus	1749206	562	4298	57.23913149748182	52.11267605633803	32.394366197183096
MAXBIN__102	None	2642973	1657	1521	47.78829144296369	0.0	0.0
MAXBIN__103	Synechococcus	572039	328	1728	59.8922806724808	0.0	0.0
MAXBIN__104	Candidatus Puniceispirillum	2654354	1707	1513	50.591983157923906	52.11267605633803	22.535211267605632
MAXBIN__105	Synechococcus	356792	188	1934	57.173982515557796	0.0	0.0
MAXBIN__106	None	3159718	2000	1495	37.76061778543944	0.0	0.0
MAXBIN__107	Unknown_Gammaproteobacteria	1547807	853	1833	38.5266302204705	38.028169014084504	36.61971830985915
MAXBIN__108	Unknown	378626	187	2086	31.726547748921064	0.0	0.0
MAXBIN__109	Unknown	360801	209	1733	31.4147756179885	0.0	0.0
MAXBIN__110	Candidatus Pelagibacter	3148751	2141	1409	29.634860341779135	40.84507042253521	42.25352112676056
MAXBIN__111	Unknown	235413	123	2029	37.302093075130585	0.0	0.0
MAXBIN__112	None	3183930	2014	1504	36.71246891000874	0.0	0.0
MAXBIN__113	Unknown	687105	387	1846	31.104662396003608	0.0	0.0
MAXBIN__114	None	2823416	1871	1427	34.893442633428364	0.0	0.0
MAXBIN__115	None	3692935	2392	1469	43.9507776730409	0.0	0.0
MAXBIN__116	None	3005245	1939	1507	40.32426846621015	0.0	0.0
MAXBIN__117	Candidatus Pelagibacter	1000933	723	1304	29.98727344576797	43.66197183098591	32.394366197183096
MAXBIN__118	Unknown_Gammaproteobacteria	1552307	910	1693	37.66573649732352	0.0	0.0
MAXBIN__119	None	3302348	2045	1535	42.24440752017431	0.0	0.0
MAXBIN__120	None	2729251	1794	1482	39.780240050343906	0.0	0.0
MAXBIN__121	None	3303022	1979	1614	45.30067914087869	0.0	0.0
MAXBIN__122	Unknown	1533609	881	1716	32.23356138302495	0.0	0.0
MAXBIN__123	Unknown	2122527	1328	1565	29.405508589585132	28.169014084507044	43.66197183098591
MAXBIN__124	Unknown	3876276	2239	1740	29.981177804242243	52.11267605633803	88.73239436619718
MAXBIN__125	None	2845011	1714	1618	29.100083554498646	0.0	0.0
MAXBIN__126	Emiliania	3367934	1994	1658	65.52041131677495	0.0	0.0
MAXBIN__127	Unknown_Viruses	4096019	1677	2776	35.061454960789064	0.0	0.0
MAXBIN__128	Synechococcus	2384733	973	2816	47.69260943833409	0.0	0.0
MAXBIN__129	Unknown_Candidatus_Thalassoarchaea	1295817	362	5867	36.339091869967035	34.21052631578947	27.63157894736842
MAXBIN__130	None	1809484	1226	1383	41.63728577447754	0.0	0.0
MAXBIN__131	Unknown	4087033	2695	1441	27.257467839273964	0.0	0.0
MAXBIN__132	Unknown_Candidatus_Thalassoarchaea	1341741	338	6839	38.32297946528019	42.10526315789474	39.473684210526315
MAXBIN__133	Unknown	795120	381	2126	41.92423471499912	0.0	0.0
MAXBIN__134	Unknown_Viruses	2889420	1680	1671	39.28573711019871	0.0	0.0
MAXBIN__135	Unknown	755358	493	1450	32.355829106287196	45.070422535211264	63.38028169014085
MAXBIN__136	Unknown	181037	110	1604	31.103456852771945	0.0	0.0
MAXBIN__137	Unknown_Gammaproteobacteria	491799	292	1649	31.889986709654007	19.718309859154928	12.67605633802817
MAXBIN__138	Unknown	2863734	1563	1840	33.61941148510621	0.0	0.0
MAXBIN__139	Unknown_Candidatus_Thalassoarchaea	489120	169	3746	38.576989976152205	0.0	0.0
MAXBIN__140	Unknown	2204098	848	3189	41.60509927499641	73.2394366197183	5.633802816901408
MAXBIN__141	Unknown_Viruses	201711	117	1644	33.031491808084034	0.0	0.0
MAXBIN__142	Unknown	503221	327	1471	27.582449260604996	0.0	0.0
MAXBIN__143	Unknown	2065071	1204	1679	27.89549430546183	53.521126760563384	30.985915492957748
MAXBIN__144	Unknown_Gammaproteobacteria	536931	313	1605	33.587016230572445	25.35211267605634	14.084507042253522
MAXBIN__145	Unknown	1855321	1035	1773	45.4630323419584	66.19718309859155	36.61971830985915
MAXBIN__146	Unknown	1446478	750	2012	31.119359313936968	45.070422535211264	23.943661971830984
MAXBIN__147	Unknown	571195	358	1487	33.18874583887595	42.25352112676056	21.12676056338028
MAXBIN__148	Unknown_Viruses	2927002	1571	1872	37.492569940089446	28.169014084507044	21.12676056338028
MAXBIN__149	Unknown	3235184	1413	2655	36.94436502084489	50.70422535211268	26.760563380281692
MAXBIN__150	Polaribacter	1819958	811	2541	32.596678181789024	53.521126760563384	38.028169014084504
MAXBIN__151	Unknown	1500860	839	1777	43.80125826056111	29.577464788732396	0.0
MAXBIN__152	None	4169602	1867	2464	31.936923990664557	0.0	0.0
MAXBIN__153	None	2950049	1585	1897	30.46461065170647	61.971830985915496	71.83098591549296
MAXBIN__154	Unknown	556127	300	1855	27.91393385252634	0.0	0.0
MAXBIN__155	None	3798284	2122	1844	50.456447225488624	0.0	0.0
MAXBIN__156	Unknown_Viruses	301626	156	2063	33.422216911267114	0.0	0.0
MAXBIN__157	None	4646882	2551	1904	54.503645123428115	19.27710843373494	0.0
MAXBIN__158	Unknown_Viruses	614472	375	1558	36.474957949202015	40.84507042253521	43.66197183098591
MAXBIN__159	Unknown_Candidatus_Thalassoarchaea	1181014	418	4389	36.68027286339352	0.0	0.0
MAXBIN__160	Burkholderia	5806724	1945	3577	67.10794053321078	52.11267605633803	1.408450704225352
MAXBIN__161	None	3104399	1516	2152	43.8071642344789	38.028169014084504	12.67605633802817
MAXBIN__162	Unknown	922090	559	1620	30.92869784140362	46.478873239436616	57.74647887323944
MAXBIN__163	Unknown	107769	41	3091	33.24652427203056	42.25352112676056	21.12676056338028
MAXBIN__164	Unknown	1554719	752	2320	46.87290200334506	0.0	0.0
MAXBIN__165	None	2413024	1586	1509	59.499705471620715	0.0	0.0
MAXBIN__166	Unknown	554629	319	1672	37.22337190073176	30.985915492957748	14.084507042253522
MAXBIN__167	None	3303875	1867	1793	51.3913257266681	0.0	0.0
MAXBIN__168	Unknown	1245548	680	1764	35.24538295797226	61.971830985915496	100.0
MAXBIN__169	None	203260	131	1569	33.331999549794055	12.67605633802817	1.408450704225352
MAXBIN__170	None	299331	153	1985	33.41577904166594	30.985915492957748	12.67605633802817
MAXBIN__171	Unknown_Gammaproteobacteria	491821	265	1944	34.556456168211085	0.0	0.0
MAXBIN__172	Unknown	1025237	460	2493	56.280926242885556	0.0	0.0
MAXBIN__173	Unknown_Viruses	3894799	2061	1917	34.75588642779125	0.0	0.0
MAXBIN__174	None	119274	75	1701	33.25866457252384	0.0	0.0
MAXBIN__175	Unknown	517472	289	1791	34.47506897408201	33.80281690140845	21.12676056338028
MAXBIN__176	Unknown	1125719	611	1837	27.889051418090638	0.0	0.0
MAXBIN__177	Unknown_Candidatus_Thalassoarchaea	715775	183	8878	38.28635542555712	0.0	0.0
MAXBIN__178	Unknown	156215	68	2488	30.298771485626304	39.436619718309856	18.309859154929576
MAXBIN__179	Unknown	198045	85	2795	34.49637225588306	42.25352112676056	22.535211267605632
MAXBIN__180	Unknown	577464	316	1877	36.63845750546265	61.971830985915496	23.943661971830984
MAXBIN__181	Unknown_Viruses	4741377	1780	3325	33.064344077928695	0.0	0.0
MAXBIN__182	None	2300731	1350	1636	45.96686856637499	0.0	0.0
MAXBIN__183	Unknown	645043	301	2408	39.00121636658124	0.0	0.0
MAXBIN__184	Unknown	2254576	931	2508	61.86339912545623	59.15492957746479	8.450704225352112
MAXBIN__185	None	3613844	1844	1975	32.97448107516188	0.0	0.0
MAXBIN__186	None	3857233	1998	1942	38.868230155351824	0.0	0.0
MAXBIN__187	None	2077691	1228	1670	46.39169232739238	0.0	0.0
MAXBIN__188	None	3531428	1488	2822	33.70381047899013	18.309859154929576	5.633802816901408
MAXBIN__189	None	4059109	1717	2680	31.180214668072352	0.0	0.0
MAXBIN__190	Unknown_Porticoccaceae	138908	85	1648	45.12793759367179	0.0	0.0
MAXBIN__191	None	3057749	1224	2966	38.866814932198466	23.943661971830984	0.0
MAXBIN__192	None	627350	298	2239	32.48111760343576	0.0	0.0
MAXBIN__193	Unknown	1965399	800	2814	51.4346051618966	25.35211267605634	9.859154929577464
MAXBIN__194	Unknown	1793788	788	2620	50.565458136069765	60.563380281690144	59.15492957746479
MAXBIN__195	None	3522713	2370	1447	68.71763346104932	0.0	0.0
MAXBIN__196	Unknown	147680	77	1842	33.0859720792479	0.0	0.0
MAXBIN__197	Unknown_Halieaceae	124175	45	3606	53.950516396404524	0.0	0.0
MAXBIN__198	None	4058708	1616	2997	37.83504495705685	63.38028169014085	26.760563380281692
MAXBIN__199	None	3097457	1410	2394	30.822819232327742	0.0	0.0
MAXBIN__200	Unknown	203008	117	1782	48.24951442134677	0.0	0.0
MAXBIN__201	None	3183028	1631	1840	56.99620337166723	47.88732394366197	12.67605633802817
MAXBIN__202	None	3410771	1916	1788	58.01558186779259	0.0	0.0
MAXBIN__203	Unknown_Viruses	333792	140	2550	33.37829179011925	0.0	0.0
MAXBIN__204	Unknown	238819	127	1942	36.75245680311805	0.0	0.0
MAXBIN__205	Unknown	120033	76	1455	30.3263163612079	0.0	0.0
MAXBIN__206	None	2362208	1250	1891	47.9185282345389	45.070422535211264	19.718309859154928
MAXBIN__207	None	2234766	1116	1938	45.00614765895442	0.0	0.0
MAXBIN__208	Unknown	2556805	1155	2477	40.18967999997295	71.83098591549296	101.40845070422536
MAXBIN__209	Bathycoccus	13836221	4713	3651	48.318186680728545	89.1566265060241	4.819277108433735
MAXBIN__210	Unknown	296412	140	2366	35.778617653876246	0.0	0.0
MAXBIN__211	Polaribacter	1840304	979	1925	30.210028829022257	39.436619718309856	30.985915492957748
MAXBIN__212	Unknown	894649	536	1652	30.925860018086794	39.436619718309856	19.718309859154928
MAXBIN__213	Planktomarina	1127577	447	2879	50.82659777718824	0.0	0.0
MAXBIN__214	None	2408286	1462	1607	47.69521633584664	0.0	0.0
MAXBIN__215	None	2682201	1447	1750	53.40582283091497	0.0	0.0
MAXBIN__216	None	3618868	2625	1311	66.62236261153588	0.0	0.0
MAXBIN__217	Unknown	233342	108	2384	36.91308381679328	25.35211267605634	4.225352112676056
MAXBIN__218	Unknown	623700	294	2248	36.53915606373572	0.0	0.0
MAXBIN__219	Unknown	323831	167	2148	36.886847827419	0.0	0.0
MAXBIN__220	Planktomarina	1922065	814	2621	54.43865026521079	0.0	0.0
MAXBIN__221	Planktomarina	1318919	500	3361	49.05339892933794	35.2112676056338	8.450704225352112
MAXBIN__222	Unknown	1843280	1047	1730	33.50530389058697	49.29577464788732	35.2112676056338
MAXBIN__223	None	3299296	1383	2716	37.29331810628002	0.0	0.0
MAXBIN__224	None	558970	276	2130	35.8118958949139	32.394366197183096	22.535211267605632
MAXBIN__225	Polaribacter	1768119	694	3183	33.47422226647049	49.29577464788732	42.25352112676056
MAXBIN__226	Unknown	135551	64	2386	36.63536555428126	0.0	0.0
MAXBIN__227	Unknown	165422	76	2279	35.74614053278457	0.0	0.0
MAXBIN__228	None	3183262	1630	2129	42.717867663072376	14.457831325301205	0.0
MAXBIN__229	None	3140912	1311	2697	42.529996971839594	39.436619718309856	23.943661971830984
MAXBIN__230	Unknown_Porticoccaceae	2443085	430	9881	54.211483850759755	94.36619718309859	1.408450704225352
MAXBIN__231	Formosa	368455	180	2211	36.21469895776795	0.0	0.0
MAXBIN__232	Unknown	148996	86	1795	36.54462215555581	0.0	0.0
MAXBIN__233	Unknown	2631334	1216	2426	38.91862772776653	32.394366197183096	9.859154929577464
MAXBIN__234	None	2923933	1423	2035	39.32624493547061	71.83098591549296	42.25352112676056
MAXBIN__235	Micromonas	7936781	2631	3998	62.10490924412602	55.42168674698795	2.4096385542168677
MAXBIN__236	Unknown_Euryarchaeota	3660602	1189	8805	41.634261015155175	80.26315789473684	47.36842105263158
MAXBIN__237	Unknown	151568	79	2037	35.51716590594639	0.0	0.0
MAXBIN__238	None	3552245	1879	1999	62.765886946326624	0.0	0.0
MAXBIN__239	Micromonas	7845746	3023	3145	64.94173604077697	24.096385542168676	1.2048192771084338
MAXBIN__240	None	3723344	1789	2268	59.75960565650825	0.0	0.0
MAXBIN__241	None	294288	89	5491	36.47491852090842	0.0	0.0
MAXBIN__242	Unknown	1986801	490	32286	51.31583824799878	98.59154929577464	15.492957746478874
MAXBIN__243	None	3592485	1933	1974	62.42911562353838	0.0	0.0
MAXBIN__244	Unknown	2158354	1156	1921	36.563861536904106	56.33802816901409	53.521126760563384
MAXBIN__245	None	3094242	1207	3030	37.34684314125655	0.0	0.0
MAXBIN__246	None	2504580	817	6380	57.37669423049926	100.0	11.267605633802816
MAXBIN__247	Unknown	4119131	1585	3181	45.4406634158282	46.478873239436616	25.35211267605634
MAXBIN__248	Unknown_Gammaproteobacteria	3007443	1821	1651	48.85882242936449	49.29577464788732	25.35211267605634
MAXBIN__249	Formosa	1317489	588	2550	38.211598219807804	0.0	0.0
MAXBIN__250	Unknown	2997615	1067	3510	53.176035652945956	42.25352112676056	16.901408450704224
MAXBIN__251	None	2755295	1254	2283	41.99068806285239	0.0	0.0
MAXBIN__252	None	3511843	1891	1863	31.26746087373453	0.0	0.0
MAXBIN__253	None	3188565	1944	1549	53.012095565180026	0.0	0.0
MAXBIN__254	None	4212852	2528	1669	66.05738532742087	19.718309859154928	1.408450704225352
MAXBIN__255	None	2755860	1328	2143	47.133392384403784	19.718309859154928	7.042253521126761
MAXBIN__256	Unknown_Cryomorphaceae	1102754	564	2086	49.975650568395494	38.028169014084504	0.0
MAXBIN__257	None	4567774	2582	1803	65.44271009132324	0.0	0.0
MAXBIN__258	Unknown	1802957	629	4240	49.74516317739316	25.35211267605634	4.225352112676056
MAXBIN__259	None	2422245	283	161981	41.78852326664069	100.0	3.9473684210526314
MAXBIN__260	Photobacterium	614117	16	94019	41.851178176582955	0.0	0.0
MAXBIN__261	None	241893	86	5144	33.36543343880616	0.0	0.0
MAXBIN__262	None	3832556	2223	1755	54.32760798136934	0.0	0.0
MAXBIN__263	Unknown_Porticoccaceae	3135186	1294	2860	49.986746010902436	35.2112676056338	11.267605633802816
MAXBIN__264	None	1053143	332	3348	40.24787327561107	0.0	0.0
MAXBIN__265	Unknown	3146673	1921	1634	68.38389784640565	50.70422535211268	9.859154929577464
MAXBIN__266	None	3637658	1855	2082	61.88900255615009	0.0	0.0
MAXBIN__267	None	1739773	719	2907	39.74146348267948	0.0	0.0
MAXBIN__268	None	3634455	1483	2794	36.46547228541922	0.0	0.0
MAXBIN__269	None	3437613	2104	1607	62.9285969404489	0.0	0.0
MAXBIN__270	None	2310513	1511	1511	48.51296512832742	0.0	0.0
MAXBIN__271	None	4947879	2626	1966	50.51756722717212	0.0	0.0
MAXBIN__272	Octadecabacter	2117785	401	14263	56.43797516245833	46.478873239436616	2.816901408450704
MAXBIN__273	None	3985597	2456	1606	57.77588977493182	0.0	0.0
MAXBIN__274	None	2879034	1908	1489	54.8343740050978	0.0	0.0
MAXBIN__275	Unknown	2379567	1087	2513	43.751538542349344	42.25352112676056	2.816901408450704
MAXBIN__276	None	3030991	1391	2452	37.57241141702088	0.0	0.0
MAXBIN__277	None	380091	175	2320	38.06085129698879	0.0	0.0
MAXBIN__278	Sulfitobacter	541621	171	4290	59.35073452934978	0.0	0.0
MAXBIN__279	Unknown	2865960	1163	2819	49.12268195044318	67.6056338028169	28.169014084507044
MAXBIN__280	Sulfitobacter	2363183	121	154348	61.29500219081956	39.436619718309856	0.0
MAXBIN__281	Unknown	4898627	1025	8691	37.28547322867472	97.1830985915493	38.028169014084504
MAXBIN__282	Unknown_Euryarchaeota	2481519	594	9440	45.45519963640925	64.47368421052632	17.105263157894736
MAXBIN__283	None	603045	300	1976	40.04593678232604	0.0	0.0
MAXBIN__284	Micromonas	6342994	4247	1472	58.91286045574855	32.53012048192771	1.2048192771084338
MAXBIN__285	Pseudomonas	3607705	628	10309	61.528961883533285	92.95774647887323	7.042253521126761
MAXBIN__286	Unknown_Alphaproteobacteria	2085526	118	47419	48.42256915409905	90.14084507042253	2.816901408450704
MAXBIN__287	Unknown_Alphaproteobacteria	1583937	496	4249	55.0011291756168	57.74647887323944	2.816901408450704
MAXBIN__288	Unknown_Opitutaceae	842367	413	2207	51.60344667114628	0.0	0.0
MAXBIN__289	Unknown	3219803	1196	3562	58.85280847539396	94.36619718309859	16.901408450704224
MAXBIN__290	Unknown_Euryarchaeota	2375471	649	7579	45.871009732555045	80.26315789473684	42.10526315789474
MAXBIN__291	Unknown_Opitutaceae	455255	227	2169	52.90734337270935	0.0	0.0
MAXBIN__292	Unknown_Opitutaceae	179398	106	1666	51.10257710195486	29.577464788732396	16.901408450704224
MAXBIN__293	Unknown_Gammaproteobacteria	2697500	983	3582	54.05524252267229	63.38028169014085	18.309859154929576
MAXBIN__294	Unknown_Opitutaceae	219720	103	2426	50.84636922530369	36.61971830985915	25.35211267605634
MAXBIN__295	Ilumatobacter	3147885	1441	2382	61.747474015846535	53.521126760563384	8.450704225352112
MAXBIN__296	Unknown_Verrucomicrobia	5234965	971	29073	54.030871492079804	83.09859154929578	28.169014084507044
MAXBIN__297	Unknown_Verrucomicrobia	4542628	1527	4040	49.40108417367642	80.28169014084507	42.25352112676056
MAXBIN__298	Marinobacter	996674	39	239354	55.00113223306883	0.0	0.0
MAXBIN__299	Unknown_Opitutaceae	1851701	870	2456	51.129626505153425	53.521126760563384	25.35211267605634
MAXBIN__300	Geobacillus	3327579	132	53672	52.75343489261971	95.77464788732394	5.633802816901408
MAXBIN__301	Thermus	1615645	546	3722	69.1368385829763	87.32394366197182	1.408450704225352
MAXBIN__302	Pyrococcus	1815528	59	150081	44.64863840694229	100.0	0.0
