name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
METABAT__127-contigs	74	0	0	46	PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00029,TIGR00043,TIGR00059,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00138,TIGR00194,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00431,TIGR00436,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00539,TIGR00593,TIGR00615,TIGR00635,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01059,TIGR01071,TIGR01079,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR03632,TIGR03654,TIGR03723PF00380.14,TIGR00006,TIGR00019,TIGR00020,TIGR00054,TIGR00061,TIGR00065,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00496,TIGR00580,TIGR00631,TIGR00634,TIGR00643,TIGR00755,TIGR00928,TIGR01009,TIGR01011,TIGR01044,TIGR01063,TIGR01066,TIGR01082,TIGR01087,TIGR01164,TIGR01171,TIGR01510,TIGR01951,TIGR02075,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03725,TIGR03953
METABAT__129-contigs	64	1	0	55	PF00410.14,PF00466.15,PF02576.12,PF03726.9,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00082,TIGR00083,TIGR00090,TIGR00095,TIGR00116,TIGR00158,TIGR00168,TIGR00344,TIGR00392,TIGR00396,TIGR00414,TIGR00431,TIGR00435,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00496,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00663,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01039,TIGR01044,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02013,TIGR02075,TIGR02397,TIGR02432,TIGR02729,TIGR03625,TIGR03632,TIGR03654,TIGR03953	TIGR03725	PF00380.14,PF01025.14,TIGR00006,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00084,TIGR00086,TIGR00088,TIGR00092,TIGR00115,TIGR00138,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00382,TIGR00398,TIGR00416,TIGR00420,TIGR00436,TIGR00442,TIGR00468,TIGR00472,TIGR00487,TIGR00539,TIGR00580,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR01017,TIGR01029,TIGR01032,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01128,TIGR01302,TIGR01510,TIGR02012,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR03263,TIGR03594,TIGR03723
METABAT__133-contigs	90	5	0	25	PF00380.14,PF00410.14,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00158,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00755,TIGR00810,TIGR00928,TIGR00963,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01393,TIGR01394,TIGR01951,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02729,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00095,TIGR00166,TIGR00362,TIGR00382,TIGR01510		PF00466.15,PF01025.14,PF02576.12,TIGR00054,TIGR00064,TIGR00138,TIGR00168,TIGR00436,TIGR00580,TIGR00663,TIGR00717,TIGR00922,TIGR00959,TIGR00964,TIGR01029,TIGR01063,TIGR01169,TIGR01391,TIGR01632,TIGR01953,TIGR02013,TIGR02386,TIGR02432,TIGR03263,TIGR03594
METABAT__134-contigs	74	4	0	42	PF00410.14,PF00466.15,PF01025.14,TIGR00006,TIGR00020,TIGR00029,TIGR00054,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00194,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00631,TIGR00635,TIGR00643,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01011,TIGR01021,TIGR01029,TIGR01039,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01128,TIGR01146,TIGR01393,TIGR01510,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02350,TIGR02432,TIGR03263,TIGR03625,TIGR03723,TIGR03953	TIGR00061,TIGR01394,TIGR03594,TIGR03654		PF00380.14,PF02576.12,PF03726.9,TIGR00019,TIGR00043,TIGR00059,TIGR00090,TIGR00168,TIGR00186,TIGR00250,TIGR00337,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00615,TIGR00634,TIGR00663,TIGR00717,TIGR00755,TIGR01009,TIGR01017,TIGR01032,TIGR01044,TIGR01066,TIGR01082,TIGR01087,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01632,TIGR01951,TIGR02027,TIGR02273,TIGR02386,TIGR02397,TIGR02729,TIGR03632,TIGR03725
METABAT__136-contigs	49	5	0	66	PF00410.14,PF01025.14,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00059,TIGR00061,TIGR00083,TIGR00086,TIGR00138,TIGR00382,TIGR00392,TIGR00398,TIGR00420,TIGR00445,TIGR00456,TIGR00468,TIGR00472,TIGR00539,TIGR00615,TIGR00631,TIGR00634,TIGR00959,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01951,TIGR02012,TIGR02027,TIGR02386,TIGR02397,TIGR02729,TIGR03625,TIGR03632,TIGR03654,TIGR03953	PF03726.9,TIGR00065,TIGR00092,TIGR00095,TIGR01510		PF00380.14,PF00466.15,PF02576.12,TIGR00043,TIGR00054,TIGR00064,TIGR00082,TIGR00084,TIGR00088,TIGR00090,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00396,TIGR00414,TIGR00416,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00459,TIGR00460,TIGR00487,TIGR00496,TIGR00580,TIGR00593,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR01011,TIGR01029,TIGR01059,TIGR01063,TIGR01066,TIGR01128,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01953,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02432,TIGR03263,TIGR03594,TIGR03723,TIGR03725
METABAT__138-contigs	117	3	0	0	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	PF02576.12,TIGR00382,TIGR01953		
METABAT__141-contigs	118	2	0	0	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00362,TIGR00663		
METABAT__146-contigs	86	8	0	26	PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00029,TIGR00043,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00362,TIGR00382,TIGR00396,TIGR00414,TIGR00416,TIGR00431,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00593,TIGR00631,TIGR00634,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953	PF00380.14,PF00410.14,TIGR00054,TIGR00115,TIGR00186,TIGR01066,TIGR01082,TIGR01391		TIGR00019,TIGR00020,TIGR00084,TIGR00095,TIGR00250,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00420,TIGR00435,TIGR00436,TIGR00460,TIGR00539,TIGR00580,TIGR00615,TIGR00635,TIGR00755,TIGR00963,TIGR01011,TIGR01059,TIGR02013,TIGR02350,TIGR02386,TIGR02432,TIGR03725
METABAT__147-contigs	85	1	0	34	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00088,TIGR00092,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00964,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01079,TIGR01082,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01394,TIGR01510,TIGR01632,TIGR01953,TIGR02012,TIGR02013,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03594,TIGR03625,TIGR03654,TIGR03723,TIGR03953	TIGR00382		TIGR00059,TIGR00064,TIGR00084,TIGR00086,TIGR00090,TIGR00095,TIGR00186,TIGR00194,TIGR00250,TIGR00416,TIGR00456,TIGR00460,TIGR00496,TIGR00580,TIGR00634,TIGR00635,TIGR00643,TIGR00755,TIGR00928,TIGR00959,TIGR00963,TIGR00967,TIGR01017,TIGR01071,TIGR01087,TIGR01302,TIGR01393,TIGR01951,TIGR02027,TIGR02075,TIGR02191,TIGR03263,TIGR03632,TIGR03725
METABAT__148-contigs	75	3	0	42	PF00380.14,PF00410.14,PF02576.12,TIGR00006,TIGR00029,TIGR00054,TIGR00064,TIGR00083,TIGR00084,TIGR00086,TIGR00090,TIGR00092,TIGR00095,TIGR00116,TIGR00138,TIGR00158,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00442,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00928,TIGR00959,TIGR00963,TIGR01009,TIGR01011,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR02012,TIGR02075,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR03263,TIGR03594,TIGR03625,TIGR03654,TIGR03953	TIGR00088,TIGR00166,TIGR00382		PF00466.15,PF01025.14,PF03726.9,TIGR00019,TIGR00020,TIGR00043,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00115,TIGR00168,TIGR00392,TIGR00431,TIGR00436,TIGR00445,TIGR00459,TIGR00487,TIGR00634,TIGR00717,TIGR00810,TIGR00922,TIGR00964,TIGR00967,TIGR01017,TIGR01029,TIGR01059,TIGR01063,TIGR01082,TIGR01087,TIGR01169,TIGR01302,TIGR01632,TIGR01953,TIGR02013,TIGR02027,TIGR02191,TIGR02350,TIGR02729,TIGR03632,TIGR03723,TIGR03725
METABAT__150-contigs	84	5	0	31	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00158,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00496,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01128,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR02013,TIGR02027,TIGR02191,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03625,TIGR03632,TIGR03654,TIGR03725,TIGR03953	TIGR00083,TIGR00186,TIGR00431,TIGR00487,TIGR00635	PF02576.12,TIGR00020,TIGR00064,TIGR00088,TIGR00116,TIGR00138,TIGR00166,TIGR00168,TIGR00362,TIGR00416,TIGR00420,TIGR00468,TIGR00472,TIGR00539,TIGR00634,TIGR00643,TIGR00663,TIGR00959,TIGR01032,TIGR01039,TIGR01059,TIGR01082,TIGR01087,TIGR01146,TIGR01953,TIGR02012,TIGR02075,TIGR02273,TIGR03263,TIGR03594,TIGR03723
METABAT__151-contigs	108	3	0	9	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02273,TIGR02350,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00084,TIGR01029,TIGR02386		TIGR00138,TIGR00396,TIGR00398,TIGR00436,TIGR00663,TIGR00959,TIGR01128,TIGR02191,TIGR02397
METABAT__153-contigs	62	2	0	56	PF00380.14,PF00410.14,TIGR00020,TIGR00059,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00090,TIGR00095,TIGR00116,TIGR00138,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00344,TIGR00392,TIGR00396,TIGR00398,TIGR00416,TIGR00420,TIGR00442,TIGR00460,TIGR00468,TIGR00472,TIGR00580,TIGR00593,TIGR00631,TIGR00663,TIGR00922,TIGR00928,TIGR00964,TIGR00967,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01039,TIGR01063,TIGR01066,TIGR01071,TIGR01082,TIGR01146,TIGR01171,TIGR01302,TIGR01391,TIGR01510,TIGR01632,TIGR02013,TIGR02027,TIGR02350,TIGR02386,TIGR02432,TIGR02729,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	PF02576.12,TIGR01953		PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00088,TIGR00092,TIGR00115,TIGR00158,TIGR00337,TIGR00362,TIGR00382,TIGR00414,TIGR00431,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00487,TIGR00496,TIGR00539,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00959,TIGR00963,TIGR01009,TIGR01032,TIGR01044,TIGR01059,TIGR01079,TIGR01087,TIGR01128,TIGR01164,TIGR01169,TIGR01393,TIGR01394,TIGR01951,TIGR02012,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR03263,TIGR03594
METABAT__157-contigs	111	2	0	7	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00065,TIGR00382	TIGR00250,TIGR00416,TIGR00643,TIGR01082,TIGR01087,TIGR02350,TIGR03263
METABAT__158-contigs	68	0	0	52	PF01025.14,PF03726.9,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00186,TIGR00250,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00416,TIGR00420,TIGR00435,TIGR00445,TIGR00487,TIGR00496,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00967,TIGR01017,TIGR01063,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01953,TIGR02012,TIGR02027,TIGR02075,TIGR02273,TIGR02350,TIGR02386,TIGR02432,TIGR02729,TIGR03263,TIGR03632,TIGR03723,TIGR03725			PF00380.14,PF00410.14,PF00466.15,PF02576.12,TIGR00006,TIGR00019,TIGR00020,TIGR00064,TIGR00083,TIGR00138,TIGR00168,TIGR00194,TIGR00337,TIGR00362,TIGR00414,TIGR00431,TIGR00436,TIGR00442,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00539,TIGR00634,TIGR00663,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01164,TIGR01171,TIGR01391,TIGR01951,TIGR02013,TIGR02191,TIGR02397,TIGR03594,TIGR03625,TIGR03654,TIGR03953
METABAT__160-contigs	114	0	0	6	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR0395TIGR00083,TIGR00194,TIGR01017,TIGR01039,TIGR01128,TIGR01146
