name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
METABAT__121-contigs	90	7	0	23	PF00380.14,PF00410.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00059,TIGR00064,TIGR00082,TIGR00084,TIGR00086,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00717,TIGR00810,TIGR00928,TIGR00959,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953	PF01025.14,TIGR00088,TIGR00496,TIGR00539,TIGR01510,TIGR02075,TIGR02350		PF00466.15,TIGR00020,TIGR00054,TIGR00061,TIGR00065,TIGR00083,TIGR00186,TIGR00337,TIGR00344,TIGR00398,TIGR00416,TIGR00436,TIGR00643,TIGR00755,TIGR00922,TIGR00963,TIGR00964,TIGR01059,TIGR01066,TIGR01169,TIGR01632,TIGR02191,TIGR03725
METABAT__122-contigs	85	6	0	29	PF00380.14,PF00410.14,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00083,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00414,TIGR00416,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00460,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00959,TIGR00963,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	PF01025.14,TIGR00065,TIGR00086,TIGR00382,TIGR00634,TIGR02350		PF00466.15,PF02576.12,PF03726.9,TIGR00082,TIGR00084,TIGR00168,TIGR00194,TIGR00398,TIGR00420,TIGR00431,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00580,TIGR00631,TIGR00635,TIGR00717,TIGR00922,TIGR00928,TIGR00964,TIGR01029,TIGR01032,TIGR01063,TIGR01169,TIGR01632,TIGR01953,TIGR02013,TIGR02386
METABAT__124-contigs	100	5	0	15	PF00380.14,PF00410.14,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00928,TIGR00959,TIGR00963,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03654,TIGR03723,TIGR03725	TIGR00382,TIGR00416,TIGR00631,TIGR00967,TIGR03632	PF00466.15,TIGR00922,TIGR00964,TIGR01009,TIGR01029,TIGR01044,TIGR01079,TIGR01164,TIGR01169,TIGR01171,TIGR01632,TIGR02013,TIGR02386,TIGR03625,TIGR03953
METABAT__126-contigs	79	0	0	41	PF00380.14,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00382,TIGR00396,TIGR00416,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00959,TIGR00963,TIGR01009,TIGR01011,TIGR01017,TIGR01029,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03723,TIGR03725			PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00020,TIGR00061,TIGR00082,TIGR00095,TIGR00138,TIGR00168,TIGR00250,TIGR00362,TIGR00392,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00487,TIGR00634,TIGR00663,TIGR00810,TIGR00922,TIGR00928,TIGR00964,TIGR00967,TIGR01021,TIGR01032,TIGR01059,TIGR01071,TIGR01169,TIGR01171,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02013,TIGR02350,TIGR03625,TIGR03654,TIGR03953
METABAT__129-contigs	94	6	0	20	PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00054,TIGR00059,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01082,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01510,TIGR01951,TIGR01953,TIGR02013,TIGR02027,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00382,TIGR00396,TIGR00442,TIGR00496,TIGR01011,TIGR02075		PF00380.14,TIGR00043,TIGR00061,TIGR00064,TIGR00092,TIGR00138,TIGR00168,TIGR00344,TIGR00436,TIGR00445,TIGR00717,TIGR00928,TIGR01029,TIGR01066,TIGR01087,TIGR01128,TIGR01394,TIGR01632,TIGR02012,TIGR02191
METABAT__132-contigs	78	5	1	36	TIGR00006,TIGR00020,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00445,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00496,TIGR00539,TIGR00580,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00928,TIGR00959,TIGR00963,TIGR01017,TIGR01032,TIGR01059,TIGR01063,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR02012,TIGR02027,TIGR02075,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03632,TIGR03723,TIGR03725	TIGR00061,TIGR00362,TIGR00459,TIGR00717,TIGR03594	TIGR00436	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00019,TIGR00029,TIGR00158,TIGR00442,TIGR00487,TIGR00593,TIGR00922,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01632,TIGR01953,TIGR02013,TIGR02191,TIGR02273,TIGR03625,TIGR03654,TIGR03953
METABAT__133-contigs	91	1	0	28	PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR00967,TIGR01017,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01087,TIGR01128,TIGR01146,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03632,TIGR03723,TIGR03725	TIGR00459		PF00380.14,PF00410.14,PF02576.12,TIGR00158,TIGR00166,TIGR00436,TIGR00615,TIGR00643,TIGR00963,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01632,TIGR01953,TIGR03594,TIGR03625,TIGR03654,TIGR03953
METABAT__134-contigs	74	2	0	44	PF00410.14,PF02576.12,PF03726.9,TIGR00006,TIGR00020,TIGR00029,TIGR00054,TIGR00061,TIGR00064,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00382,TIGR00392,TIGR00396,TIGR00416,TIGR00431,TIGR00456,TIGR00459,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00634,TIGR00635,TIGR00717,TIGR00810,TIGR00959,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02386,TIGR02432,TIGR02729,TIGR03263,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953	TIGR00445,TIGR01394		PF00380.14,PF00466.15,PF01025.14,TIGR00019,TIGR00043,TIGR00059,TIGR00065,TIGR00082,TIGR00083,TIGR00138,TIGR00166,TIGR00344,TIGR00362,TIGR00398,TIGR00414,TIGR00420,TIGR00435,TIGR00436,TIGR00442,TIGR00460,TIGR00468,TIGR00472,TIGR00580,TIGR00615,TIGR00631,TIGR00643,TIGR00663,TIGR00755,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR01011,TIGR01039,TIGR01066,TIGR01128,TIGR01146,TIGR01169,TIGR01632,TIGR02273,TIGR02350,TIGR02397,TIGR03594,TIGR03725
METABAT__135-contigs	83	11	0	26	PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00116,TIGR00138,TIGR00168,TIGR00186,TIGR00250,TIGR00344,TIGR00392,TIGR00398,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01082,TIGR01128,TIGR01146,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03723,TIGR03725,TIGR03953	TIGR00006,TIGR00115,TIGR00158,TIGR00166,TIGR00382,TIGR00396,TIGR00414,TIGR00580,TIGR01059,TIGR01087,TIGR02273		PF00380.14,PF00410.14,TIGR00059,TIGR00064,TIGR00065,TIGR00095,TIGR00194,TIGR00337,TIGR00362,TIGR00416,TIGR00459,TIGR00631,TIGR00928,TIGR00967,TIGR01017,TIGR01021,TIGR01063,TIGR01071,TIGR01079,TIGR01164,TIGR01510,TIGR01951,TIGR02027,TIGR03625,TIGR03632,TIGR03654
METABAT__136-contigs	75	5	0	40	PF00380.14,PF00410.14,PF01025.14,TIGR00020,TIGR00029,TIGR00054,TIGR00064,TIGR00065,TIGR00082,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00416,TIGR00420,TIGR00431,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00928,TIGR00963,TIGR01009,TIGR01011,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02386,TIGR02729,TIGR03263,TIGR03654,TIGR03723,TIGR03725	TIGR00084,TIGR00095,TIGR00456,TIGR01393,TIGR02397		PF00466.15,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00043,TIGR00059,TIGR00061,TIGR00083,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00414,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00580,TIGR00755,TIGR00922,TIGR00959,TIGR00964,TIGR00967,TIGR01017,TIGR01029,TIGR01059,TIGR01082,TIGR01169,TIGR01391,TIGR01394,TIGR01632,TIGR02027,TIGR02273,TIGR02350,TIGR02432,TIGR03594,TIGR03625,TIGR03632,TIGR03953
METABAT__137-contigs	71	4	0	45	PF00380.14,PF00410.14,PF02576.12,TIGR00019,TIGR00020,TIGR00029,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00337,TIGR00362,TIGR00382,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00717,TIGR00755,TIGR00810,TIGR00959,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02075,TIGR02273,TIGR02729,TIGR03263,TIGR03625,TIGR03654,TIGR03723,TIGR03953	TIGR00043,TIGR00092,TIGR00138,TIGR01146		PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00054,TIGR00059,TIGR00090,TIGR00095,TIGR00115,TIGR00186,TIGR00194,TIGR00250,TIGR00344,TIGR00392,TIGR00398,TIGR00435,TIGR00436,TIGR00460,TIGR00472,TIGR00487,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR01017,TIGR01063,TIGR01082,TIGR01169,TIGR01632,TIGR02013,TIGR02027,TIGR02191,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR03594,TIGR03632,TIGR03725
METABAT__140-contigs	99	2	0	19	PF00380.14,PF00410.14,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00928,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00168,TIGR00382		PF00466.15,TIGR00065,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00398,TIGR00414,TIGR00416,TIGR00435,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01029,TIGR01169,TIGR01632,TIGR02013,TIGR02386
METABAT__141-contigs	104	2	0	14	PF00380.14,PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01011,TIGR01017,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03723,TIGR03725	TIGR00064,TIGR01951		PF00410.14,PF02576.12,TIGR00459,TIGR01009,TIGR01021,TIGR01029,TIGR01044,TIGR01079,TIGR01164,TIGR01171,TIGR02386,TIGR03625,TIGR03654,TIGR03953
METABAT__148-contigs	96	2	0	22	PF00410.14,PF00466.15,PF01025.14,PF02576.12,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00964,TIGR00967,TIGR01017,TIGR01021,TIGR01039,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02027,TIGR02075,TIGR02273,TIGR02350,TIGR02432,TIGR03263,TIGR03594,TIGR03632,TIGR03654,TIGR03723,TIGR03725	TIGR02012,TIGR02729		PF00380.14,PF03726.9,TIGR00116,TIGR00643,TIGR00959,TIGR00963,TIGR01009,TIGR01011,TIGR01029,TIGR01032,TIGR01044,TIGR01066,TIGR01082,TIGR01164,TIGR01171,TIGR01510,TIGR02013,TIGR02191,TIGR02386,TIGR02397,TIGR03625,TIGR03953
METABAT__15-contigs	95	1	0	24	PF00380.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00020,TIGR00043,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03723,TIGR03725,TIGR03953	TIGR00382		PF00410.14,TIGR00019,TIGR00029,TIGR00054,TIGR00059,TIGR00064,TIGR00158,TIGR00186,TIGR00362,TIGR00396,TIGR00459,TIGR00496,TIGR00663,TIGR00717,TIGR00967,TIGR01021,TIGR01029,TIGR01059,TIGR01071,TIGR01128,TIGR02027,TIGR02075,TIGR03632,TIGR03654
METABAT__152-contigs	101	7	0	12	PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00963,TIGR00964,TIGR00967,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01071,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03723,TIGR03725,TIGR03953	PF00466.15,TIGR00082,TIGR00090,TIGR00382,TIGR00634,TIGR00928,TIGR02432		PF00380.14,PF00410.14,TIGR00029,TIGR00138,TIGR00959,TIGR01009,TIGR01044,TIGR01066,TIGR01079,TIGR01164,TIGR01951,TIGR03654
