bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
METABAT__124	Hellea	2096774	72	61888	38.9482099678317	74.64788732394366	5.633802816901408
METABAT__125	Pyrococcus	1603410	13	165067	44.708451078043225	96.05263157894737	0.0
METABAT__126	Unknown_Porticoccaceae	1850108	249	8901	45.61744184319071	64.78873239436619	0.0
METABAT__127	Planktomarina	1466156	333	4421	52.07147092458227	46.478873239436616	0.0
METABAT__128	Unknown	993785	251	3912	33.932988227428986	0.0	0.0
METABAT__129	Unknown_Rhodobacteraceae	3108746	367	10565	44.67904105614377	84.50704225352112	8.450704225352112
METABAT__13	Synechococcus	1298026	229	6420	54.986723199025	45.070422535211264	7.042253521126761
METABAT__130	Thalassiosira	12937704	3119	4181	39.03107273055304	57.83132530120482	12.048192771084338
METABAT__131	Unknown_Betaproteobacteria	1206834	271	4420	33.63899908811494	61.971830985915496	35.2112676056338
METABAT__132	Formosa	1943277	199	12891	35.3999249582853	50.70422535211268	2.816901408450704
METABAT__133	Polaribacter	1908252	287	7817	32.6606409314371	60.563380281690144	4.225352112676056
METABAT__134	Polaribacter	1463736	308	4932	32.18850705532345	78.87323943661971	1.408450704225352
METABAT__135	Unknown_Porticoccaceae	2159329	311	8267	41.582722087031115	73.2394366197183	5.633802816901408
METABAT__136	Unknown	1372765	241	6245	31.076474306052653	66.19718309859155	1.408450704225352
METABAT__137	Unknown_Cryomorphaceae	1221357	245	5222	30.128133458633027	78.87323943661971	4.225352112676056
METABAT__138	Unknown	629142	124	6009	37.66782376091329	0.0	0.0
METABAT__139	Unknown	500862	106	4998	36.33376870157444	0.0	0.0
METABAT__14	Unknown_Cryomorphaceae	448431	122	3753	31.59030068715753	15.492957746478874	0.0
METABAT__140	Pseudomonas	3179664	342	14846	61.34149562284739	88.73239436619718	2.816901408450704
METABAT__141	Unknown_Microbacteriaceae	1473194	70	93429	47.20167028106349	71.83098591549296	0.0
METABAT__142	Bathycoccus	9821382	2123	4749	48.51624159066397	67.46987951807229	0.0
METABAT__143	Unknown	307488	45	8690	37.95320243182062	0.0	0.0
METABAT__144	Thermococcus	1974397	19	164972	41.72952287671082	100.0	1.3157894736842106
METABAT__145	Unknown_Viruses	786253	137	6489	36.481849956458404	0.0	0.0
METABAT__146	Formosa	419674	90	4907	33.18188553508888	0.0	0.0
METABAT__147	Unknown	820197	118	9000	36.0571481812884	0.0	0.0
METABAT__148	Unknown	1490049	209	8811	38.82616906567678	69.01408450704226	0.0
METABAT__149	Unknown	378862	104	3558	32.987259213474296	0.0	0.0
METABAT__15	Unknown_Alphaproteobacteria	1910334	175	13457	36.12875570368126	78.87323943661971	0.0
METABAT__150	Unknown_Euryarchaeota	1800187	159	15465	44.75037980853449	92.10526315789474	2.6315789473684212
METABAT__151	Planktomarina	282531	76	3575	53.30449524275118	0.0	0.0
METABAT__152	Unknown_Rhodobacteraceae	4073573	468	11051	51.50417170055264	78.87323943661971	4.225352112676056
METABAT__153	Unknown	3125119	222	23960	49.54132994631383	98.59154929577464	2.816901408450704
METABAT__154	Unknown_Viruses	220535	16	17735	33.81567334572845	0.0	0.0
METABAT__155	Unknown	1474590	294	5282	37.55595498394346	46.478873239436616	1.408450704225352
METABAT__156	Unknown_Cryomorphaceae	526638	143	3671	29.863825625651945	0.0	0.0
METABAT__157	Unknown_Porticoccaceae	2300115	144	27049	44.27284715074833	97.1830985915493	8.450704225352112
METABAT__158	Unknown	447087	97	4915	36.24604209289572	0.0	0.0
METABAT__159	Bathycoccus	517830	89	6337	40.542761193048335	0.0	0.0
METABAT__16	Unknown	243315	9	43929	37.812537903452906	0.0	0.0
METABAT__160	Unknown	1525153	371	4105	38.92556844470497	35.2112676056338	0.0
METABAT__161	Unknown_Verrucomicrobia	3016732	589	5684	49.48978502159838	73.2394366197183	5.633802816901408
METABAT__162	Unknown_Candidatus_Thalassoarchaea	1201259	202	6699	37.52969390085286	69.73684210526316	2.6315789473684212
METABAT__163	Unknown	938699	213	4387	37.42504066933304	69.01408450704226	11.267605633802816
METABAT__164	Formosa	262390	69	3746	34.965036691764254	0.0	0.0
METABAT__165	Unknown_Porticoccaceae	1152140	137	10020	46.01927597059105	40.84507042253521	0.0
METABAT__166	Unknown	2503225	140	32781	37.10445875540582	92.95774647887323	4.225352112676056
METABAT__167	Unknown_Euryarchaeota	1954395	66	63225	52.10135301438263	94.73684210526316	5.2631578947368425
METABAT__168	None	369889	94	3760	43.224294644878256	0.0	0.0
METABAT__169	Unknown	230662	28	10242	32.824769170648985	0.0	0.0
METABAT__17	Unknown	3075736	591	5734	50.215337910788286	71.83098591549296	2.816901408450704
METABAT__170	None	2657581	725	3456	37.83168810037423	0.0	0.0
METABAT__171	Unknown_Opitutaceae	1547385	372	4106	50.070221693562786	49.29577464788732	8.450704225352112
METABAT__172	Unknown	1259300	215	6961	37.790396637097466	77.46478873239437	14.084507042253522
METABAT__173	Unknown_Flavobacteriia	1959183	202	13715	35.76377217681187	70.4225352112676	2.816901408450704
METABAT__174	Unknown	1234148	282	4412	35.37825322131562	0.0	0.0
METABAT__175	Unknown	386162	102	3667	31.94933729721158	0.0	0.0
METABAT__176	Sulfitobacter	2407172	432	6183	51.0111570528369	66.19718309859155	7.042253521126761
METABAT__177	Sulfitobacter	233511	59	4042	49.06185671555969	0.0	0.0
METABAT__178	Planktomarina	2205478	106	38438	53.305407356354614	95.77464788732394	1.408450704225352
METABAT__179	Unknown	3241187	321	14614	40.836008094952774	98.59154929577464	2.816901408450704
METABAT__18	Reinekea	1155290	15	127794	51.95320191249911	0.0	0.0
METABAT__180	Unknown_Gammaproteobacteria	892033	169	5602	34.74421410604287	50.70422535211268	7.042253521126761
METABAT__181	Unknown_Alphaproteobacteria	2104690	151	28524	37.15820080229918	95.77464788732394	0.0
METABAT__182	Unknown	490357	114	4432	31.919965455086942	21.12676056338028	0.0
METABAT__183	Geobacillus	275614	9	57462	48.89636223763283	0.0	0.0
METABAT__184	Sulfitobacter	3885527	15	577146	56.08426381657032	97.1830985915493	11.267605633802816
METABAT__185	Unknown_Gammaproteobacteria	438496	112	3899	36.103950720904656	23.943661971830984	0.0
METABAT__186	Coccolithovirus	634020	76	13431	38.112024087707795	0.0	0.0
METABAT__187	Unknown_Gammaproteobacteria	1071475	122	12364	33.25286794136378	80.28169014084507	5.633802816901408
METABAT__188	None	14421980	3975	3531	62.44307560114548	0.0	0.0
METABAT__189	Ilumatobacter	1777755	396	4411	57.79339536156295	40.84507042253521	0.0
METABAT__19	Unknown	420641	82	5727	30.885999103096502	0.0	0.0
METABAT__190	Unknown_Gammaproteobacteria	1170882	226	5142	45.60316733727127	0.0	0.0
METABAT__191	Sulfitobacter	624661	7	179539	60.877328694670865	0.0	0.0
METABAT__192	Unknown_Gammaproteobacteria	506589	119	4247	37.75320221141175	32.394366197183096	0.0
METABAT__193	Unknown	2277252	595	3666	36.81209920008409	43.66197183098591	18.309859154929576
METABAT__194	Synechococcus	1553062	187	11169	56.15896270763913	88.73239436619718	2.816901408450704
METABAT__195	Unknown_Candidatus_Thalassoarchaea	1209335	181	8218	37.41933817636481	69.73684210526316	3.9473684210526314
METABAT__196	Unknown_Viruses	2078357	400	5461	38.14482740082139	0.0	0.0
METABAT__197	Unknown	1690205	388	4554	41.0921462262187	73.2394366197183	9.859154929577464
METABAT__198	Synechococcus	467210	70	7647	47.87136589609865	0.0	0.0
METABAT__199	Sulfitobacter	3823043	397	13257	58.00558202590926	91.54929577464789	1.408450704225352
METABAT__2	Unknown_Alphaproteobacteria	1182260	224	6053	54.4279853049877	54.929577464788736	0.0
METABAT__20	Unknown_Gammaproteobacteria	913112	231	3973	43.79463457054408	43.66197183098591	0.0
METABAT__200	Unknown_Halieaceae	2074931	252	12207	54.38466125337942	60.563380281690144	1.408450704225352
METABAT__201	Unknown	1505597	261	6203	44.308037490579046	69.01408450704226	0.0
METABAT__202	Unknown	836129	207	4092	30.123545426689454	52.11267605633803	0.0
METABAT__203	Geobacillus	617630	12	63141	52.100811685688264	53.521126760563384	0.0
METABAT__204	Bathycoccus	253390	18	18619	38.412750079932195	0.0	0.0
METABAT__205	Candidatus Thioglobus	1472027	342	4338	34.24595037895581	50.70422535211268	7.042253521126761
METABAT__206	Unknown	911014	246	3606	36.80812038581405	45.070422535211264	0.0
METABAT__207	Polaribacter	1306800	329	3941	31.330667792257678	0.0	0.0
METABAT__208	Candidatus Actinomarina	977529	80	17496	33.60329220016655	54.929577464788736	0.0
METABAT__209	Unknown	2079706	412	5440	58.37928585622457	78.87323943661971	5.633802816901408
METABAT__21	Alteromonas	4269589	269	28027	43.711966861512835	91.54929577464789	4.225352112676056
METABAT__210	Formosa	317721	62	5368	34.85575240718084	0.0	0.0
METABAT__211	Thalassiosira	359135	104	3430	52.256219791169315	0.0	0.0
METABAT__212	Unknown_Cryomorphaceae	1434517	245	6963	29.98521769452127	81.69014084507042	5.633802816901408
METABAT__213	Unknown_Viruses	286671	61	5218	33.96545805710108	0.0	0.0
METABAT__214	Unknown	3227239	639	5325	48.55367827262227	70.4225352112676	0.0
METABAT__215	Unknown_Euryarchaeota	2004218	90	39289	49.51886338754565	93.42105263157895	1.3157894736842106
METABAT__216	Unknown_Flavobacteriia	1680825	398	3937	34.69592060225146	63.38028169014085	16.901408450704224
METABAT__217	Formosa	302651	66	5178	35.136092822986534	0.0	0.0
METABAT__218	Methylophaga	303301	53	5823	39.53177222638165	0.0	0.0
METABAT__219	Synechococcus	641558	156	4323	54.48284640155345	19.718309859154928	0.0
METABAT__22	Unknown_Gammaproteobacteria	1301798	172	9981	36.84962188521918	53.521126760563384	5.633802816901408
METABAT__220	Unknown	413670	110	3648	52.82836923407365	0.0	0.0
METABAT__221	Unknown_Proteobacteria	4328074	55	144532	50.71854538853919	67.6056338028169	0.0
METABAT__222	Unknown	1818325	327	6259	33.566732122990224	53.521126760563384	2.816901408450704
METABAT__223	Unknown	416995	113	3639	31.598605567916096	0.0	0.0
METABAT__224	Unknown	1038855	234	4440	30.10808869311638	70.4225352112676	7.042253521126761
METABAT__225	Unknown	1507575	294	5633	48.97180497459867	46.478873239436616	0.0
METABAT__226	Unknown_Cryomorphaceae	1358026	216	7878	29.627372281628784	76.05633802816901	2.816901408450704
METABAT__227	Unknown_Viruses	352145	39	11574	38.9323246702696	0.0	0.0
METABAT__228	Unknown_Porticoccaceae	1387298	301	4783	48.70001479105715	49.29577464788732	0.0
METABAT__229	Unknown_Betaproteobacteria	2398360	538	4394	34.08543960275862	84.50704225352112	53.521126760563384
METABAT__23	Unknown	323818	54	7304	38.16045908530554	0.0	0.0
METABAT__230	Thalassiosira	238782	68	3551	55.979442327366044	0.0	0.0
METABAT__231	Unknown	1139663	182	6774	32.23052567694013	87.32394366197182	5.633802816901408
METABAT__232	Unknown	3553444	433	10897	47.73526650020136	94.36619718309859	0.0
METABAT__233	Unknown	218233	23	13019	34.092426536863115	0.0	0.0
METABAT__234	Unknown	1596851	324	5166	36.828052180344656	76.05633802816901	4.225352112676056
METABAT__235	Unknown	719346	180	3884	31.844110235369676	39.436619718309856	7.042253521126761
METABAT__236	Unknown_Cryomorphaceae	328115	15	32920	36.66452979663005	0.0	0.0
METABAT__237	Micromonas	253301	23	15319	55.786044196821564	0.0	0.0
METABAT__238	Pseudoalteromonas	1113184	28	72487	40.68873515666186	49.29577464788732	0.0
METABAT__239	Unknown	314716	25	15318	36.20447131774219	0.0	0.0
METABAT__24	Unknown_Viruses	299335	7	83551	36.83581323259818	0.0	0.0
METABAT__240	Geobacillus	1985484	50	49176	53.69047446358809	42.25352112676056	0.0
METABAT__241	Unknown	470390	139	3327	33.23333725651673	15.492957746478874	0.0
METABAT__242	Sulfitobacter	318540	79	4039	51.5891879965836	0.0	0.0
METABAT__243	Unknown	993098	218	4596	30.38961065430719	36.61971830985915	1.408450704225352
METABAT__244	Unknown_Gammaproteobacteria	1433398	143	18607	36.64316081887628	92.95774647887323	4.225352112676056
METABAT__245	Unknown	1013303	178	5986	32.397107408026784	3.6144578313253013	0.0
METABAT__246	Unknown	1132744	274	4214	38.11056632501154	43.66197183098591	0.0
METABAT__247	Candidatus Puniceispirillum	474782	136	3328	49.020639906803765	0.0	0.0
METABAT__248	Unknown	2638668	432	6849	33.000904601139354	98.59154929577464	87.32394366197182
METABAT__249	Candidatus Thioglobus	891634	178	5054	38.244915367607426	39.436619718309856	4.225352112676056
METABAT__25	Candidatus Actinomarina	1123354	90	20215	34.48215782045122	91.54929577464789	35.2112676056338
METABAT__250	Sulfitobacter	2184817	22	169459	54.74171458976651	57.74647887323944	1.408450704225352
METABAT__251	Unknown	667021	135	5761	38.25947617824915	0.0	0.0
METABAT__252	Unknown	308560	17	26979	35.75447872994144	0.0	0.0
METABAT__253	Sulfitobacter	2894297	35	164611	59.626011690177535	85.91549295774648	4.225352112676056
METABAT__254	Pseudoalteromonas	974713	15	108337	40.399432071775855	0.0	0.0
METABAT__255	Unknown_Porticoccaceae	529064	101	5419	43.77075179237993	30.985915492957748	15.492957746478874
METABAT__256	Unknown_Gammaproteobacteria	905034	180	5408	33.740397658058455	74.64788732394366	2.816901408450704
METABAT__257	Unknown_Cryomorphaceae	364542	88	4163	30.765319245305967	0.0	0.0
METABAT__258	Unknown_Cryomorphaceae	1283094	199	7490	29.47225208244576	76.05633802816901	0.0
METABAT__259	Unknown_Cryomorphaceae	1588741	100	32015	35.501929677861334	90.14084507042253	0.0
METABAT__26	Formosa	1449810	261	6223	37.08547336085346	50.70422535211268	7.042253521126761
METABAT__260	Unknown_Gammaproteobacteria	1103687	142	10189	33.622280413536565	85.91549295774648	1.408450704225352
METABAT__261	Unknown_Flavobacteriia	1264878	326	3854	33.272561582593404	50.70422535211268	8.450704225352112
METABAT__262	Alteromonas	207925	8	114051	43.23708469372205	0.0	0.0
METABAT__263	Unknown_Betaproteobacteria	550891	125	4349	34.03227400450492	61.971830985915496	1.408450704225352
METABAT__264	Unknown_Microbacteriaceae	1314893	101	19420	57.30148226818156	60.563380281690144	0.0
METABAT__265	Unknown	1851185	81	40563	41.405123373677164	88.73239436619718	0.0
METABAT__266	Planktomarina	2243068	123	33217	43.661994318296124	95.77464788732394	21.12676056338028
METABAT__267	Planktomarina	1863322	365	5470	48.38690202584068	56.33802816901409	0.0
METABAT__268	Planktomarina	1895392	327	6344	45.50768016726533	53.521126760563384	2.816901408450704
METABAT__269	Formosa	837358	205	4070	36.00833911160741	0.0	0.0
METABAT__27	None	364110	107	3429	50.589548291007056	0.0	0.0
METABAT__270	Octadecabacter	2745474	183	23226	55.714875021573405	95.77464788732394	30.985915492957748
METABAT__271	Unknown	765887	185	4185	33.391423457675714	0.0	0.0
METABAT__272	Unknown	502325	130	3774	50.54217488954659	28.169014084507044	0.0
METABAT__273	Formosa	2469407	417	6934	37.36953916922106	49.29577464788732	9.859154929577464
METABAT__274	Unknown_Cryomorphaceae	1618023	284	6020	30.198896320549167	88.73239436619718	8.450704225352112
METABAT__275	Unknown_Planctomycetaceae	5563967	285	30123	48.08360893610137	92.95774647887323	4.225352112676056
METABAT__276	Unknown_Rhodobacteraceae	1720228	266	8151	37.20302138385006	53.521126760563384	1.408450704225352
METABAT__277	Unknown	659276	120	6074	32.223678368186114	71.83098591549296	1.408450704225352
METABAT__278	Unknown	2490430	334	9182	45.2419818246337	91.54929577464789	4.225352112676056
METABAT__279	None	258489	71	3767	51.84899196494018	0.0	0.0
METABAT__28	Formosa	940449	216	4452	35.80353536493577	0.0	0.0
METABAT__29	Reinekea	368655	8	69546	47.66258423385344	0.0	0.0
METABAT__3	Unknown_Alphaproteobacteria	2233953	84	46665	47.8778538072891	92.95774647887323	0.0
METABAT__30	None	242168	52	4647	31.801607012735385	0.0	0.0
METABAT__31	Unknown_Viruses	1558871	300	5526	34.952099357908715	0.0	0.0
METABAT__32	Reinekea	1667398	10	232915	51.97352578511085	52.11267605633803	0.0
METABAT__33	Thalassiosira	454972	128	3359	53.069421662128356	0.0	0.0
METABAT__34	Thalassiosira	343230	96	3511	52.489171474677796	0.0	0.0
METABAT__35	Planktomarina	1021430	257	3890	47.53307646221835	0.0	0.0
METABAT__36	Unknown_Candidatus_Thalassoarchaea	1388472	163	12125	38.27282499289537	82.89473684210526	5.2631578947368425
METABAT__37	Marinobacter	3655004	23	346931	54.304526379889715	94.36619718309859	0.0
METABAT__38	Candidatus Thioglobus	850081	132	7206	37.794614153099324	49.29577464788732	0.0
METABAT__39	None	304266	31	11742	52.32063630772714	0.0	0.0
METABAT__4	Planktomarina	300945	24	20820	49.09218390570731	0.0	0.0
METABAT__40	Geobacillus	368358	10	63069	49.88220611997144	0.0	0.0
METABAT__41	Unknown	2467350	161	29024	36.66212285085773	94.36619718309859	1.408450704225352
METABAT__42	Unknown	436643	87	5653	39.71784458243071	0.0	0.0
METABAT__43	Reinekea	2747311	14	577219	50.788389241910814	49.29577464788732	0.0
METABAT__44	Unknown	1371947	140	15039	33.8096903331326	97.1830985915493	14.084507042253522
METABAT__45	Unknown_Gammaproteobacteria	1631105	161	16786	34.87002911642303	95.77464788732394	5.633802816901408
METABAT__46	None	2033595	387	6200	40.321734377007715	30.985915492957748	4.225352112676056
METABAT__47	Polaribacter	1489679	328	4784	34.84965017986356	39.436619718309856	1.408450704225352
METABAT__48	Unknown	910004	244	3718	35.64622550020846	0.0	0.0
METABAT__49	Unknown	2360477	361	7834	38.09476746624837	81.69014084507042	29.577464788732396
METABAT__5	Sulfitobacter	1361321	15	120882	54.991920307268614	23.943661971830984	0.0
METABAT__50	Polaribacter	565433	153	3576	34.52467639297833	0.0	0.0
METABAT__51	Unknown	1891773	340	6013	31.36849644714047	78.87323943661971	2.816901408450704
METABAT__52	Unknown_Halieaceae	3982490	430	13962	50.34563878337715	95.77464788732394	39.436619718309856
METABAT__53	None	982323	263	3693	42.86113305721524	0.0	0.0
METABAT__54	Unknown	347826	29	13777	36.9052067513656	0.0	0.0
METABAT__55	Unknown_Flavobacteriia	870057	225	3855	33.6970350082624	35.2112676056338	1.408450704225352
METABAT__56	Methylophaga	1371565	144	13418	40.50314295367531	74.64788732394366	4.225352112676056
METABAT__57	Unknown	2348072	493	4956	51.92167346020528	42.25352112676056	1.408450704225352
METABAT__58	Unknown_Porticoccaceae	2413672	161	23605	45.5056824642335	94.36619718309859	4.225352112676056
METABAT__59	Formosa	1920978	183	14217	36.062364539800875	53.521126760563384	5.633802816901408
METABAT__6	Formosa	533946	89	6956	35.60688162899955	0.0	0.0
METABAT__60	Unknown_Porticoccaceae	1959510	208	12656	46.02581584679518	61.971830985915496	9.859154929577464
METABAT__61	Unknown_Cryomorphaceae	1476720	173	11394	36.397103592049454	87.32394366197182	4.225352112676056
METABAT__62	Unknown	1210045	283	4292	31.60503358227334	60.563380281690144	2.816901408450704
METABAT__63	Formosa	946708	184	5734	35.26441469600854	0.0	0.0
METABAT__64	Unknown	445499	61	9974	38.98240258832778	0.0	0.0
METABAT__65	Pseudomonas	212304	14	23292	55.60052194958135	0.0	0.0
METABAT__66	Porticoccus	1320305	63	31409	36.47299179390249	100.0	0.0
METABAT__67	Unknown	2709031	287	11622	36.23339519049668	95.77464788732394	4.225352112676056
METABAT__68	Unknown_Euryarchaeota	1917808	79	40613	41.93273012223926	92.10526315789474	1.3157894736842106
METABAT__69	Unknown	2101203	415	5426	36.94282007077877	64.78873239436619	12.67605633802817
METABAT__7	Unknown	1591075	285	6324	32.39699753268363	77.46478873239437	1.408450704225352
METABAT__70	Photobacterium	3205789	120	45243	38.18803463362939	0.0	0.0
METABAT__71	Micromonas	11080519	2340	4952	63.32594030633112	62.65060240963855	1.2048192771084338
METABAT__72	Unknown	767684	208	3606	36.599507985336224	0.0	0.0
METABAT__73	Formosa	1555823	318	5318	36.05153425842013	0.0	0.0
METABAT__74	Unknown_Phycodnaviridae	377737	51	8989	36.868266902537094	0.0	0.0
METABAT__75	Photobacterium	1354803	35	55794	43.15267117179348	53.521126760563384	1.408450704225352
METABAT__76	Unknown_Porticoccaceae	245125	68	3574	49.943899987532575	0.0	0.0
METABAT__77	Unknown_Flavobacteriia	565534	164	3347	39.03464183966256	0.0	0.0
METABAT__78	Unknown	1156015	263	4553	30.852712651675507	47.88732394366197	4.225352112676056
METABAT__79	Unknown	1033039	167	7552	34.163841485691506	81.69014084507042	0.0
METABAT__8	Formosa	937222	211	4652	37.269075889763755	0.0	0.0
METABAT__80	Unknown	985686	224	4388	29.972654543401067	26.760563380281692	2.816901408450704
METABAT__81	Unknown	718833	145	5474	32.32913934828652	0.0	0.0
METABAT__82	Unknown	2997894	533	6176	53.15635072825344	80.28169014084507	5.633802816901408
METABAT__83	Unknown	534152	121	4429	44.959630435178774	0.0	0.0
METABAT__84	Unknown	274637	74	3424	37.794662546949894	19.718309859154928	1.408450704225352
METABAT__85	Unknown	2112551	230	12361	43.64257945171868	85.91549295774648	2.816901408450704
METABAT__86	Unknown_Porticoccaceae	2717206	334	10343	52.764431078706394	95.77464788732394	4.225352112676056
METABAT__87	Unknown_Porticoccaceae	1682568	212	9778	45.309999359888174	80.28169014084507	2.816901408450704
METABAT__88	Unknown_Gammaproteobacteria	1287821	160	11744	33.83469469771217	90.14084507042253	8.450704225352112
METABAT__89	Unknown	372913	72	5728	37.536579972943265	0.0	0.0
METABAT__9	Polaribacter	2017051	251	10525	31.686911379620447	88.73239436619718	7.042253521126761
METABAT__90	Nitrosopumilus	231888	68	3149	31.436508660141232	3.6144578313253013	0.0
METABAT__91	Unknown	495276	143	3349	66.08756158384564	0.0	0.0
METABAT__92	Woeseia	1865358	146	21453	36.42665130000349	94.36619718309859	1.408450704225352
METABAT__93	Porticoccus	1060495	176	6739	41.65697733126688	64.78873239436619	0.0
METABAT__94	None	473876	123	3693	45.766492090085045	0.0	0.0
METABAT__95	Unknown_Cryomorphaceae	457684	129	3375	49.73117683816503	35.2112676056338	0.0
METABAT__96	Unknown_Halieaceae	3052386	209	22735	54.32529623837533	95.77464788732394	2.816901408450704
METABAT__97	Unknown	1988025	295	7617	38.20252906379268	80.28169014084507	8.450704225352112
METABAT__98	Unknown	646496	122	5729	32.6097546122405	38.028169014084504	0.0
METABAT__99	Candidatus Thioglobus	823231	167	4853	36.62089259099324	60.563380281690144	15.492957746478874
