name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
METABAT__24-contigs	120	2	0	0	PF00368.13,PF00410.14,PF00466.15,PF00687.16,PF00827.12,PF00900.15,PF01000.21,PF01015.13,PF01090.14,PF01092.14,PF01157.13,PF01191.14,PF01194.12,PF01198.14,PF01200.13,PF01280.15,PF01282.14,PF01496.14,PF01655.13,PF01798.13,PF01864.12,PF01866.12,PF01868.11,PF01984.15,PF01990.12,PF02006.11,PF02978.14,PF03874.11,PF04019.7,PF04104.9,PF04919.7,PF07541.7,PF13656.1,TIGR00021,TIGR00037,TIGR00042,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00336,TIGR00337,TIGR00373,TIGR00389,TIGR00392,TIGR00398,TIGR00405,TIGR00408,TIGR00422,TIGR00425,TIGR00432,TIGR00442,TIGR00448,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00658,TIGR00670,TIGR00729,TIGR00936,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01060,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02258,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722	PF01269.12,PF13685.1		
METABAT__245-contigs	70	1	0	51	PF00368.13,PF00687.16,PF00827.12,PF01000.21,PF01090.14,PF01092.14,PF01157.13,PF01191.14,PF01194.12,PF01198.14,PF01200.13,PF01282.14,PF01496.14,PF01864.12,PF01866.12,PF01984.15,PF01990.12,PF02006.11,PF02978.14,PF04019.7,PF04919.7,PF07541.7,PF13656.1,TIGR00021,TIGR00037,TIGR00042,TIGR00064,TIGR00134,TIGR00240,TIGR00279,TIGR00291,TIGR00293,TIGR00307,TIGR00323,TIGR00335,TIGR00337,TIGR00389,TIGR00405,TIGR00408,TIGR00432,TIGR00448,TIGR00456,TIGR00458,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00658,TIGR00670,TIGR00729,TIGR00936,TIGR00982,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01052,TIGR01077,TIGR01213,TIGR01309,TIGR02076,TIGR02389,TIGR02390,TIGR02651,TIGR03627,TIGR03665,TIGR03683,TIGR03684	TIGR00490		PF00410.14,PF00466.15,PF00900.15,PF01015.13,PF01269.12,PF01280.15,PF01655.13,PF01798.13,PF01868.11,PF03874.11,PF04104.9,PF13685.1,TIGR00111,TIGR00264,TIGR00270,TIGR00283,TIGR00308,TIGR00324,TIGR00336,TIGR00373,TIGR00392,TIGR00398,TIGR00422,TIGR00425,TIGR00442,TIGR00463,TIGR00468,TIGR00471,TIGR01008,TIGR01025,TIGR01038,TIGR01060,TIGR01080,TIGR01952,TIGR02153,TIGR02236,TIGR02258,TIGR02338,TIGR03626,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03722
METABAT__273-contigs	55	4	0	63	PF00410.14,PF00827.12,PF00900.15,PF01000.21,PF01092.14,PF01191.14,PF01194.12,PF01269.12,PF01496.14,PF01798.13,PF01864.12,PF01866.12,PF01990.12,PF02006.11,PF04019.7,PF04104.9,PF07541.7,PF13656.1,PF13685.1,TIGR00037,TIGR00240,TIGR00308,TIGR00337,TIGR00392,TIGR00405,TIGR00425,TIGR00432,TIGR00442,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00501,TIGR00522,TIGR00549,TIGR00670,TIGR00936,TIGR00982,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01052,TIGR01080,TIGR01309,TIGR02153,TIGR02651,TIGR03626,TIGR03653,TIGR03665,TIGR03670,TIGR03674,TIGR03683	PF00687.16,PF01280.15,PF01655.13,TIGR00283		PF00368.13,PF00466.15,PF01015.13,PF01090.14,PF01157.13,PF01198.14,PF01200.13,PF01282.14,PF01868.11,PF01984.15,PF02978.14,PF03874.11,PF04919.7,TIGR00021,TIGR00042,TIGR00064,TIGR00111,TIGR00134,TIGR00264,TIGR00270,TIGR00279,TIGR00291,TIGR00293,TIGR00307,TIGR00323,TIGR00324,TIGR00335,TIGR00336,TIGR00373,TIGR00389,TIGR00398,TIGR00408,TIGR00422,TIGR00448,TIGR00490,TIGR00491,TIGR00521,TIGR00658,TIGR00729,TIGR01008,TIGR01025,TIGR01038,TIGR01060,TIGR01077,TIGR01213,TIGR01952,TIGR02076,TIGR02236,TIGR02258,TIGR02338,TIGR02389,TIGR02390,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03671,TIGR03672,TIGR03673,TIGR03677,TIGR03680,TIGR03684,TIGR03722
METABAT__285-contigs	88	0	0	34	PF00368.13,PF00410.14,PF00466.15,PF00687.16,PF00827.12,PF00900.15,PF01000.21,PF01015.13,PF01092.14,PF01157.13,PF01191.14,PF01194.12,PF01269.12,PF01280.15,PF01282.14,PF01496.14,PF01655.13,PF01798.13,PF01864.12,PF01866.12,PF01868.11,PF01990.12,PF02006.11,PF02978.14,PF03874.11,PF04019.7,PF04104.9,PF04919.7,PF07541.7,PF13656.1,TIGR00021,TIGR00042,TIGR00064,TIGR00134,TIGR00240,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00323,TIGR00392,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00658,TIGR00670,TIGR00729,TIGR00936,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01060,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR02076,TIGR02236,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03653,TIGR03665,TIGR03670,TIGR03672,TIGR03680,TIGR0368PF01090.14,PF01198.14,PF01200.13,PF01984.15,PF13685.1,TIGR00037,TIGR00111,TIGR00264,TIGR00270,TIGR00308,TIGR00324,TIGR00335,TIGR00336,TIGR00337,TIGR00373,TIGR00389,TIGR00398,TIGR00408,TIGR00422,TIGR00442,TIGR01952,TIGR02153,TIGR02258,TIGR02338,TIGR02651,TIGR03628,TIGR03629,TIGR03636,TIGR03671,TIGR03673,TIGR03674,TIGR03677,TIGR03684,TIGR03722
METABAT__31-contigs	79	10	0	33	PF00368.13,PF00410.14,PF00466.15,PF00687.16,PF00827.12,PF01000.21,PF01015.13,PF01090.14,PF01092.14,PF01157.13,PF01194.12,PF01198.14,PF01280.15,PF01496.14,PF01655.13,PF01798.13,PF01864.12,PF01866.12,PF01990.12,PF02006.11,PF02978.14,PF04019.7,PF04104.9,PF04919.7,TIGR00037,TIGR00042,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00279,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00335,TIGR00336,TIGR00392,TIGR00398,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00490,TIGR00501,TIGR00522,TIGR00549,TIGR00658,TIGR00670,TIGR00729,TIGR00936,TIGR00982,TIGR01018,TIGR01020,TIGR01028,TIGR01052,TIGR01060,TIGR01077,TIGR01213,TIGR01309,TIGR02076,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03627,TIGR03653,TIGR03665,TIGR03670,TIGR03680,TIGR03683,TIGR03684,TIGR03722	PF01191.14,PF01269.12,PF01282.14,TIGR00021,TIGR00283,TIGR00337,TIGR00389,TIGR00448,TIGR01012,TIGR02153		PF00900.15,PF01200.13,PF01868.11,PF01984.15,PF03874.11,PF07541.7,PF13656.1,PF13685.1,TIGR00264,TIGR00270,TIGR00324,TIGR00373,TIGR00422,TIGR00442,TIGR00491,TIGR00521,TIGR01008,TIGR01025,TIGR01038,TIGR01046,TIGR01080,TIGR01952,TIGR02258,TIGR02651,TIGR03626,TIGR03628,TIGR03629,TIGR03636,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677
METABAT__34-contigs	78	1	0	43	PF00368.13,PF00410.14,PF00466.15,PF00687.16,PF00827.12,PF00900.15,PF01000.21,PF01015.13,PF01092.14,PF01157.13,PF01194.12,PF01200.13,PF01269.12,PF01280.15,PF01282.14,PF01496.14,PF01655.13,PF01798.13,PF01864.12,PF01866.12,PF01868.11,PF01990.12,PF02006.11,PF02978.14,PF03874.11,PF04019.7,PF04104.9,PF04919.7,PF07541.7,PF13656.1,TIGR00042,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00283,TIGR00293,TIGR00307,TIGR00323,TIGR00336,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00658,TIGR00729,TIGR00936,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01038,TIGR01046,TIGR01052,TIGR01060,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR02076,TIGR02651,TIGR03627,TIGR03665,TIGR03670,TIGR03672,TIGR03680,TIGR03683,TIGR03684	PF01191.14	PF01090.14,PF01198.14,PF01984.15,PF13685.1,TIGR00021,TIGR00037,TIGR00240,TIGR00264,TIGR00270,TIGR00291,TIGR00308,TIGR00324,TIGR00335,TIGR00337,TIGR00373,TIGR00389,TIGR00392,TIGR00398,TIGR00408,TIGR00422,TIGR00442,TIGR00490,TIGR00521,TIGR00670,TIGR00982,TIGR01028,TIGR01952,TIGR02153,TIGR02236,TIGR02258,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03671,TIGR03673,TIGR03674,TIGR03677,TIGR03722
METABAT__50-contigs	106	0	0	16	PF00368.13,PF00410.14,PF00466.15,PF00687.16,PF00827.12,PF00900.15,PF01000.21,PF01015.13,PF01090.14,PF01092.14,PF01157.13,PF01191.14,PF01194.12,PF01198.14,PF01200.13,PF01269.12,PF01280.15,PF01282.14,PF01496.14,PF01655.13,PF01798.13,PF01864.12,PF01866.12,PF01868.11,PF01990.12,PF02006.11,PF02978.14,PF03874.11,PF04019.7,PF04104.9,PF04919.7,PF07541.7,PF13656.1,TIGR00021,TIGR00037,TIGR00042,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00335,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00442,TIGR00448,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00658,TIGR00670,TIGR00729,TIGR00936,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01060,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03653,TIGR03665,TIGR03670,TIGR03672,TIGR03680,TIGR03683,TIGR03684,TIGR03722			PF01984.15,PF13685.1,TIGR00264,TIGR00324,TIGR00373,TIGR00422,TIGR01952,TIGR02258,TIGR02651,TIGR03628,TIGR03629,TIGR03636,TIGR03671,TIGR03673,TIGR03674,TIGR03677
METABAT__54-contigs	63	2	0	57	PF00368.13,PF00827.12,PF01000.21,PF01015.13,PF01157.13,PF01194.12,PF01200.13,PF01269.12,PF01282.14,PF01496.14,PF01798.13,PF01866.12,PF01990.12,PF02006.11,PF02978.14,PF03874.11,PF04019.7,PF04104.9,PF04919.7,PF13656.1,TIGR00021,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00270,TIGR00279,TIGR00291,TIGR00293,TIGR00307,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00425,TIGR00432,TIGR00442,TIGR00448,TIGR00463,TIGR00468,TIGR00471,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00670,TIGR00936,TIGR01012,TIGR01018,TIGR01046,TIGR01052,TIGR01060,TIGR01077,TIGR01213,TIGR01309,TIGR02076,TIGR02153,TIGR02651,TIGR03627,TIGR03665,TIGR03684	TIGR00283,TIGR00456		PF00410.14,PF00466.15,PF00687.16,PF00900.15,PF01090.14,PF01092.14,PF01191.14,PF01198.14,PF01280.15,PF01655.13,PF01864.12,PF01868.11,PF01984.15,PF07541.7,PF13685.1,TIGR00037,TIGR00042,TIGR00264,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00408,TIGR00422,TIGR00458,TIGR00490,TIGR00658,TIGR00729,TIGR00982,TIGR01008,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01080,TIGR01952,TIGR02236,TIGR02258,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03722
METABAT__67-contigs	83	3	0	36	PF00368.13,PF00466.15,PF00687.16,PF00827.12,PF01000.21,PF01015.13,PF01090.14,PF01092.14,PF01157.13,PF01194.12,PF01198.14,PF01269.12,PF01282.14,PF01798.13,PF01864.12,PF01866.12,PF01868.11,PF02006.11,PF02978.14,PF04019.7,PF04104.9,PF04919.7,PF07541.7,PF13656.1,TIGR00021,TIGR00037,TIGR00042,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00307,TIGR00308,TIGR00336,TIGR00389,TIGR00392,TIGR00398,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00658,TIGR00670,TIGR00936,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01025,TIGR01028,TIGR01038,TIGR01052,TIGR01060,TIGR01077,TIGR01213,TIGR02076,TIGR02153,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03665,TIGR03670,TIGR03680,TIGR03683,TIGR03684,TIGR03722	PF01191.14,PF01496.14,PF01990.12		PF00410.14,PF00900.15,PF01200.13,PF01280.15,PF01655.13,PF01984.15,PF03874.11,PF13685.1,TIGR00264,TIGR00293,TIGR00323,TIGR00324,TIGR00335,TIGR00337,TIGR00373,TIGR00408,TIGR00422,TIGR00442,TIGR00729,TIGR01020,TIGR01046,TIGR01080,TIGR01309,TIGR01952,TIGR02236,TIGR02258,TIGR02651,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677
METABAT__7-contigs	91	1	0	30	PF00368.13,PF00410.14,PF00466.15,PF00687.16,PF00827.12,PF00900.15,PF01000.21,PF01015.13,PF01090.14,PF01092.14,PF01157.13,PF01191.14,PF01194.12,PF01198.14,PF01200.13,PF01269.12,PF01280.15,PF01496.14,PF01655.13,PF01798.13,PF01864.12,PF01866.12,PF01984.15,PF01990.12,PF02006.11,PF02978.14,PF03874.11,PF04019.7,PF04104.9,PF04919.7,PF07541.7,PF13656.1,TIGR00021,TIGR00037,TIGR00042,TIGR00064,TIGR00134,TIGR00240,TIGR00270,TIGR00279,TIGR00291,TIGR00307,TIGR00323,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00405,TIGR00408,TIGR00425,TIGR00442,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00658,TIGR00670,TIGR00729,TIGR00936,TIGR00982,TIGR01008,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01060,TIGR01077,TIGR01213,TIGR01309,TIGR02076,TIGR02153,TIGR02236,TIGR02389,TIGR02651,TIGR03626,TIGR03627,TIGR03653,TIGR03665,TIGR03680,TIGR03683,TIGR03722	TIGR00283		PF01282.14,PF01868.11,PF13685.1,TIGR00111,TIGR00264,TIGR00293,TIGR00308,TIGR00324,TIGR00335,TIGR00373,TIGR00422,TIGR00432,TIGR00448,TIGR00521,TIGR01012,TIGR01080,TIGR01952,TIGR02258,TIGR02338,TIGR02390,TIGR03628,TIGR03629,TIGR03636,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03684
